query_id,doctor_id,rating,total_reviews,experience_years,consultation_fee,distance_km,is_available,accepts_insurance,hospital_type_encoded,avg_consultation_minutes,fee_within_budget,relevance
1166,DOC0126,3.4,481,5,600,14.85,1,1,1,8,1,7
1167,DOC0014,4.0,151,27,300,6.88,1,1,0,25,1,9
1167,DOC0045,3.7,637,30,1000,9.97,1,1,1,23,0,7
1167,DOC0051,3.8,399,28,900,8.17,0,1,1,18,0,6
1167,DOC0062,3.8,644,21,900,8.49,1,0,1,11,0,6
1167,DOC0114,4.4,500,7,850,10.08,1,0,1,17,0,5
1167,DOC0145,3.8,608,15,950,4.13,0,1,1,18,0,7
1168,DOC0001,4.0,738,19,400,20.39,1,0,0,15,1,9
1168,DOC0026,3.8,138,31,300,8.37,1,0,0,25,1,8
1168,DOC0043,4.3,743,5,1200,6.9,1,1,1,21,1,9
1168,DOC0060,4.0,607,6,1350,16.79,1,0,1,23,1,6
1168,DOC0063,4.3,725,10,1200,11.24,1,0,1,17,1,8
1168,DOC0091,4.1,474,22,350,9.11,1,1,0,15,1,9
1168,DOC0130,3.6,667,22,1300,7.58,1,1,1,15,1,9
1168,DOC0138,4.7,96,11,1300,14.57,1,1,1,20,1,9
1169,DOC0008,4.6,782,11,400,12.92,1,1,0,16,1,9
1169,DOC0022,3.6,711,5,500,4.6,1,0,0,20,1,8
1169,DOC0039,4.1,429,17,1650,4.58,1,0,1,8,1,9
1169,DOC0058,4.3,303,9,1600,11.63,1,1,1,24,1,9
1169,DOC0067,4.5,295,24,1750,5.87,1,1,1,13,1,9
1169,DOC0090,4.0,684,32,950,9.24,1,1,2,12,1,9
1169,DOC0116,4.1,480,28,1750,7.56,1,1,1,14,1,9
1169,DOC0134,3.3,158,25,1650,6.54,0,0,1,22,1,6
1170,DOC0014,4.0,151,27,300,18.05,1,1,0,25,0,6
1170,DOC0045,3.7,637,30,1000,1.46,1,1,1,23,0,9
1170,DOC0051,3.8,399,28,900,17.12,0,1,1,18,0,5
1170,DOC0062,3.8,644,21,900,5.77,1,0,1,11,0,7
1170,DOC0114,4.4,500,7,850,6.46,1,0,1,17,0,6
1170,DOC0145,3.8,608,15,950,13.79,0,1,1,18,0,6
1171,DOC0025,3.6,576,31,550,4.87,1,1,0,24,1,9
1171,DOC0050,3.5,97,15,2600,7.39,1,1,1,15,0,6
1171,DOC0089,4.1,45,29,1300,0.6,1,0,2,25,1,9
1171,DOC0106,3.8,517,11,2450,17.02,1,1,1,21,0,5
1171,DOC0141,3.6,140,26,2400,7.84,1,1,1,16,0,6
1172,DOC0025,3.6,576,31,550,8.76,1,1,0,24,1,9
1172,DOC0050,3.5,97,15,2600,16.21,1,1,1,15,0,5
1172,DOC0089,4.1,45,29,1300,8.64,1,0,2,25,1,8
1172,DOC0106,3.8,517,11,2450,16.23,1,1,1,21,0,5
1172,DOC0141,3.6,140,26,2400,15.03,1,1,1,16,0,5
1173,DOC0030,3.6,655,14,350,5.56,1,1,0,15,1,9
1173,DOC0048,4.1,656,10,800,12.74,1,0,1,12,1,9
1173,DOC0073,3.6,541,23,950,5.12,1,0,1,21,1,9
1173,DOC0085,3.8,613,31,500,10.13,1,1,2,12,1,9
1173,DOC0092,3.9,214,4,250,5.25,1,0,0,22,1,8
1173,DOC0115,4.4,98,17,850,6.74,1,1,1,10,1,9
1173,DOC0128,3.9,479,27,950,5.43,1,0,1,10,1,9
1174,DOC0012,4.6,176,29,300,11.52,1,1,0,13,1,9
1174,DOC0029,3.6,150,4,350,16.31,0,0,0,19,1,4
1174,DOC0040,3.9,144,4,900,13.51,1,1,1,22,1,7
1174,DOC0056,4.0,434,5,800,17.89,1,1,1,17,1,8
1174,DOC0074,4.1,91,9,1000,9.14,1,0,1,21,1,8
1174,DOC0076,3.7,470,13,550,20.6,0,1,2,22,1,7
1174,DOC0101,3.9,776,5,150,15.31,1,1,0,12,1,7
1174,DOC0135,4.2,279,32,850,14.02,0,1,1,14,1,9
1174,DOC0142,4.2,95,9,800,14.14,1,1,1,22,1,9
1175,DOC0002,4.2,304,25,150,10.68,1,1,0,18,1,9
1175,DOC0018,3.9,163,9,200,5.62,1,1,0,16,1,8
1175,DOC0041,4.4,581,22,550,13.99,1,0,1,13,0,7
1175,DOC0055,4.1,757,20,350,3.31,1,1,1,25,0,9
1175,DOC0071,4.2,314,23,450,14.76,1,1,1,23,0,8
1175,DOC0081,4.4,314,17,200,4.68,1,1,2,13,1,9
1175,DOC0105,3.5,165,3,100,5.44,1,0,0,8,1,7
1175,DOC0117,4.0,681,6,550,16.52,1,1,1,15,0,5
1175,DOC0126,3.4,481,5,600,15.95,1,1,1,8,0,3
1176,DOC0006,4.6,675,17,450,9.68,1,1,0,15,1,9
1176,DOC0016,3.4,239,10,400,4.22,1,1,0,23,1,9
1176,DOC0036,4.6,331,12,1650,12.07,1,1,1,21,0,8
1176,DOC0052,4.3,744,23,1800,4.31,1,0,1,13,0,8
1176,DOC0064,4.4,290,5,1700,12.6,1,1,1,14,0,6
1176,DOC0087,4.0,97,26,950,5.31,0,1,2,15,1,9
1176,DOC0102,3.9,382,24,400,3.69,1,1,0,21,1,9
1176,DOC0118,3.9,416,14,1800,14.34,1,0,1,18,0,5
1176,DOC0123,3.8,259,17,1700,14.02,1,1,1,17,0,7
1176,DOC0147,4.4,746,19,1600,2.86,1,0,1,24,0,9
1177,DOC0053,3.9,108,17,850,10.14,1,1,1,22,0,6
1177,DOC0068,4.1,113,16,900,6.56,1,1,1,21,0,8
1177,DOC0103,3.7,130,19,200,3.37,1,1,0,25,1,9
1177,DOC0110,4.2,41,12,800,8.31,1,1,1,13,0,6
1177,DOC0149,4.5,49,24,900,6.57,0,1,1,16,0,8
1178,DOC0009,4.5,132,7,300,7.31,1,1,0,13,1,9
1178,DOC0017,3.4,766,24,250,11.44,0,1,0,11,1,8
1178,DOC0032,4.6,138,13,1000,11.2,1,1,1,16,1,9
1178,DOC0047,3.5,73,11,950,12.5,1,0,1,19,1,7
1178,DOC0069,3.9,798,25,900,7.76,1,0,1,22,1,9
1178,DOC0086,4.2,563,7,550,15.44,1,1,2,16,1,8
1178,DOC0098,3.8,87,13,300,10.37,0,1,0,25,1,7
1178,DOC0107,3.6,245,6,800,8.7,1,1,1,9,1,8
1178,DOC0133,3.9,360,26,900,12.4,0,1,1,19,1,9
1178,DOC0136,4.3,764,11,950,8.71,1,1,1,21,1,9
1179,DOC0014,4.0,151,27,300,8.64,1,1,0,25,1,9
1179,DOC0045,3.7,637,30,1000,16.85,1,1,1,23,1,9
1179,DOC0051,3.8,399,28,900,0.63,0,1,1,18,1,9
1179,DOC0062,3.8,644,21,900,16.77,1,0,1,11,1,8
1179,DOC0114,4.4,500,7,850,18.47,1,0,1,17,1,7
1179,DOC0145,3.8,608,15,950,4.59,0,1,1,18,1,9
1180,DOC0005,4.5,706,23,350,15.85,1,0,0,10,1,9
1180,DOC0020,3.6,485,3,250,10.49,1,0,0,25,1,7
1180,DOC0042,4.0,661,27,950,3.13,1,0,1,22,1,9
1180,DOC0059,4.4,300,14,800,16.98,0,1,1,9,1,8
1180,DOC0072,4.5,584,25,800,1.71,0,1,1,21,1,9
1180,DOC0084,4.0,244,22,550,15.06,1,1,2,16,1,9
1180,DOC0111,3.6,100,30,800,2.23,1,1,1,17,1,9
1180,DOC0122,3.8,205,15,800,3.25,1,1,1,13,1,9
1180,DOC0143,4.8,748,25,750,13.14,1,0,1,13,1,9
1181,DOC0008,4.6,782,11,400,13.09,1,1,0,16,1,9
1181,DOC0022,3.6,711,5,500,2.45,1,0,0,20,1,9
1181,DOC0039,4.1,429,17,1650,6.26,1,0,1,8,1,9
1181,DOC0058,4.3,303,9,1600,10.31,1,1,1,24,1,9
1181,DOC0067,4.5,295,24,1750,8.1,1,1,1,13,1,9
1181,DOC0090,4.0,684,32,950,7.02,1,1,2,12,1,9
1181,DOC0116,4.1,480,28,1750,9.78,1,1,1,14,1,9
1181,DOC0134,3.3,158,25,1650,8.19,0,0,1,22,1,5
1182,DOC0008,4.6,782,11,400,6.97,1,1,0,16,1,9
1182,DOC0022,3.6,711,5,500,10.74,1,0,0,20,1,6
1182,DOC0039,4.1,429,17,1650,10.92,1,0,1,8,0,7
1182,DOC0058,4.3,303,9,1600,11.79,1,1,1,24,0,7
1182,DOC0067,4.5,295,24,1750,7.72,1,1,1,13,0,9
1182,DOC0090,4.0,684,32,950,14.7,1,1,2,12,0,8
1182,DOC0116,4.1,480,28,1750,8.79,1,1,1,14,0,8
1182,DOC0134,3.3,158,25,1650,12.22,0,0,1,22,0,3
1183,DOC0030,3.6,655,14,350,9.65,1,1,0,15,1,9
1183,DOC0048,4.1,656,10,800,17.23,1,0,1,12,1,7
1183,DOC0073,3.6,541,23,950,15.28,1,0,1,21,0,5
1183,DOC0085,3.8,613,31,500,9.69,1,1,2,12,1,9
1183,DOC0092,3.9,214,4,250,10.68,1,0,0,22,1,7
1183,DOC0115,4.4,98,17,850,16.43,1,1,1,10,0,6
1183,DOC0128,3.9,479,27,950,11.9,1,0,1,10,0,6
1184,DOC0011,4.6,484,27,300,11.18,0,1,0,16,0,8
1184,DOC0028,3.7,584,8,350,3.27,1,0,0,25,0,6
1184,DOC0037,4.4,773,24,800,6.85,1,1,1,10,0,9
1184,DOC0046,3.9,408,8,750,9.38,1,1,1,22,0,6
1184,DOC0065,4.6,629,29,800,7.5,1,1,1,17,0,9
1184,DOC0078,4.3,652,30,500,7.85,0,1,2,17,0,7
1184,DOC0095,3.9,351,7,150,2.44,0,1,0,16,1,8
1184,DOC0113,4.1,525,7,950,9.25,1,1,1,22,0,6
1184,DOC0148,4.5,649,7,900,5.98,1,1,1,24,0,8
1185,DOC0008,4.6,782,11,400,8.85,1,1,0,16,1,9
1185,DOC0022,3.6,711,5,500,4.78,1,0,0,20,1,7
1185,DOC0039,4.1,429,17,1650,8.56,1,0,1,8,0,7
1185,DOC0058,4.3,303,9,1600,8.14,1,1,1,24,0,7
1185,DOC0067,4.5,295,24,1750,8.05,1,1,1,13,0,9
1185,DOC0090,4.0,684,32,950,8.79,1,1,2,12,0,8
1185,DOC0116,4.1,480,28,1750,9.77,1,1,1,14,0,8
1185,DOC0134,3.3,158,25,1650,10.43,0,0,1,22,0,3
1186,DOC0012,4.6,176,29,300,13.39,1,1,0,13,1,9
1186,DOC0029,3.6,150,4,350,9.04,0,0,0,19,1,5
1186,DOC0040,3.9,144,4,900,17.68,1,1,1,22,1,6
1186,DOC0056,4.0,434,5,800,4.82,1,1,1,17,1,9
1186,DOC0074,4.1,91,9,1000,18.77,1,0,1,21,1,7
1186,DOC0076,3.7,470,13,550,5.88,0,1,2,22,1,9
1186,DOC0101,3.9,776,5,150,9.16,1,1,0,12,1,8
1186,DOC0135,4.2,279,32,850,19.61,0,1,1,14,1,9
1186,DOC0142,4.2,95,9,800,7.92,1,1,1,22,1,9
1187,DOC0075,4.3,515,29,900,6.26,1,1,1,25,1,9
1187,DOC0094,4.0,303,28,400,12.79,1,0,0,12,1,9
1187,DOC0120,3.8,152,23,950,5.89,1,1,1,10,1,9
1187,DOC0121,3.4,776,12,950,2.28,1,1,1,9,1,9
1188,DOC0002,4.2,304,25,150,4.93,1,1,0,18,1,9
1188,DOC0018,3.9,163,9,200,11.55,1,1,0,16,1,8
1188,DOC0041,4.4,581,22,550,12.9,1,0,1,13,1,9
1188,DOC0055,4.1,757,20,350,10.97,1,1,1,25,1,9
1188,DOC0071,4.2,314,23,450,9.88,1,1,1,23,1,9
1188,DOC0081,4.4,314,17,200,15.05,1,1,2,13,1,9
1188,DOC0105,3.5,165,3,100,10.44,1,0,0,8,1,6
1188,DOC0117,4.0,681,6,550,10.96,1,1,1,15,1,9
1188,DOC0126,3.4,481,5,600,14.29,1,1,1,8,1,7
1189,DOC0030,3.6,655,14,350,3.51,1,1,0,15,1,9
1189,DOC0048,4.1,656,10,800,5.72,1,0,1,12,1,9
1189,DOC0073,3.6,541,23,950,10.85,1,0,1,21,1,8
1189,DOC0085,3.8,613,31,500,6.18,1,1,2,12,1,9
1189,DOC0092,3.9,214,4,250,2.61,1,0,0,22,1,9
1189,DOC0115,4.4,98,17,850,12.59,1,1,1,10,1,9
1189,DOC0128,3.9,479,27,950,12.45,1,0,1,10,1,8
1190,DOC0012,4.6,176,29,300,17.67,1,1,0,13,1,9
1190,DOC0029,3.6,150,4,350,8.86,0,0,0,19,1,5
1190,DOC0040,3.9,144,4,900,1.16,1,1,1,22,1,8
1190,DOC0056,4.0,434,5,800,16.74,1,1,1,17,1,7
1190,DOC0074,4.1,91,9,1000,5.56,1,0,1,21,1,8
1190,DOC0076,3.7,470,13,550,12.91,0,1,2,22,1,8
1190,DOC0101,3.9,776,5,150,8.91,1,1,0,12,1,8
1190,DOC0135,4.2,279,32,850,1.92,0,1,1,14,1,9
1190,DOC0142,4.2,95,9,800,13.4,1,1,1,22,1,8
1191,DOC0025,3.6,576,31,550,6.42,1,1,0,24,0,8
1191,DOC0050,3.5,97,15,2600,11.95,1,1,1,15,0,6
1191,DOC0089,4.1,45,29,1300,11.07,1,0,2,25,0,6
1191,DOC0106,3.8,517,11,2450,6.09,1,1,1,21,0,7
1191,DOC0141,3.6,140,26,2400,8.1,1,1,1,16,0,6
1192,DOC0014,4.0,151,27,300,13.84,1,1,0,25,1,9
1192,DOC0045,3.7,637,30,1000,3.55,1,1,1,23,0,8
1192,DOC0051,3.8,399,28,900,14.91,0,1,1,18,0,6
1192,DOC0062,3.8,644,21,900,1.6,1,0,1,11,0,8
1192,DOC0114,4.4,500,7,850,3.3,1,0,1,17,0,6
1192,DOC0145,3.8,608,15,950,11.04,0,1,1,18,0,6
1193,DOC0031,4.3,428,29,950,11.15,1,1,1,10,0,8
1193,DOC0049,3.4,755,27,850,7.5,0,1,1,13,0,5
1193,DOC0082,3.9,329,25,400,2.09,1,0,2,20,1,9
1193,DOC0097,3.9,510,12,250,3.34,1,1,0,21,1,9
1193,DOC0108,3.9,355,27,800,14.78,0,0,1,23,1,7
1193,DOC0127,4.5,751,5,850,13.03,1,0,1,12,0,6
1193,DOC0146,4.2,675,7,950,6.75,1,1,1,12,0,7
1194,DOC0005,4.5,706,23,350,9.74,1,0,0,10,1,9
1194,DOC0020,3.6,485,3,250,7.83,1,0,0,25,1,7
1194,DOC0042,4.0,661,27,950,7.14,1,0,1,22,1,9
1194,DOC0059,4.4,300,14,800,11.65,0,1,1,9,1,9
1194,DOC0072,4.5,584,25,800,4.86,0,1,1,21,1,9
1194,DOC0084,4.0,244,22,550,12.29,1,1,2,16,1,9
1194,DOC0111,3.6,100,30,800,6.41,1,1,1,17,1,9
1194,DOC0122,3.8,205,15,800,8.63,1,1,1,13,1,9
1194,DOC0143,4.8,748,25,750,7.62,1,0,1,13,1,9
1195,DOC0025,3.6,576,31,550,1.02,1,1,0,24,1,9
1195,DOC0050,3.5,97,15,2600,8.19,1,1,1,15,0,6
1195,DOC0089,4.1,45,29,1300,3.65,1,0,2,25,1,9
1195,DOC0106,3.8,517,11,2450,13.16,1,1,1,21,0,6
1195,DOC0141,3.6,140,26,2400,6.57,1,1,1,16,0,7
1196,DOC0010,4.5,586,17,600,9.18,1,1,0,8,0,9
1196,DOC0021,3.7,618,21,650,4.2,1,1,0,24,0,8
1196,DOC0044,4.7,618,29,2050,11.64,1,1,1,8,0,9
1196,DOC0088,3.6,290,28,1050,5.9,1,1,2,22,0,8
1196,DOC0096,3.6,545,18,550,3.5,1,1,0,22,0,8
1196,DOC0112,4.0,377,23,2000,13.72,1,0,1,12,0,7
1196,DOC0129,3.8,144,19,2050,13.59,0,1,1,21,0,5
1196,DOC0150,4.0,677,18,2200,2.38,1,1,1,23,0,9
1197,DOC0003,4.4,407,22,200,11.54,0,1,0,17,1,9
1197,DOC0035,4.0,587,19,850,11.13,0,1,1,21,1,9
1197,DOC0054,4.2,206,3,900,5.97,1,0,1,19,1,9
1197,DOC0061,3.7,251,10,800,12.35,1,0,1,20,1,8
1197,DOC0100,4.1,445,29,250,2.59,1,1,0,18,1,9
1197,DOC0137,4.2,456,13,900,4.74,1,0,1,22,1,9
1198,DOC0012,4.6,176,29,300,10.31,1,1,0,13,1,9
1198,DOC0029,3.6,150,4,350,2.5,0,0,0,19,1,7
1198,DOC0040,3.9,144,4,900,9.19,1,1,1,22,0,4
1198,DOC0056,4.0,434,5,800,7.06,1,1,1,17,1,8
1198,DOC0074,4.1,91,9,1000,9.83,1,0,1,21,0,5
1198,DOC0076,3.7,470,13,550,6.17,0,1,2,22,1,8
1198,DOC0101,3.9,776,5,150,1.44,1,1,0,12,1,9
1198,DOC0135,4.2,279,32,850,11.14,0,1,1,14,0,7
1198,DOC0142,4.2,95,9,800,4.12,1,1,1,22,1,9
1199,DOC0007,4.4,600,28,250,16.99,1,1,0,18,1,9
1199,DOC0023,3.9,753,5,250,6.2,1,1,0,16,1,9
1199,DOC0038,3.5,708,29,1000,3.78,1,0,1,14,1,9
1199,DOC0070,3.8,693,30,900,7.72,1,0,1,22,1,9
1199,DOC0083,4.5,425,12,550,9.8,1,1,2,9,1,9
1199,DOC0099,4.2,690,19,300,6.56,1,1,0,25,1,9
1199,DOC0109,4.4,63,19,900,8.96,1,1,1,22,1,9
1199,DOC0125,3.7,147,30,850,5.22,1,1,1,13,1,9
1199,DOC0139,4.4,680,7,950,11.71,1,1,1,20,1,9
1200,DOC0030,3.6,655,14,350,4.42,1,1,0,15,1,9
1200,DOC0048,4.1,656,10,800,8.95,1,0,1,12,1,9
1200,DOC0073,3.6,541,23,950,7.34,1,0,1,21,1,9
1200,DOC0085,3.8,613,31,500,8.75,1,1,2,12,1,9
1200,DOC0092,3.9,214,4,250,3.4,1,0,0,22,1,8
1200,DOC0115,4.4,98,17,850,9.08,1,1,1,10,1,9
1200,DOC0128,3.9,479,27,950,9.45,1,0,1,10,1,9
1201,DOC0025,3.6,576,31,550,8.85,1,1,0,24,0,7
1201,DOC0050,3.5,97,15,2600,0.63,1,1,1,15,0,8
1201,DOC0089,4.1,45,29,1300,8.51,1,0,2,25,0,6
1201,DOC0106,3.8,517,11,2450,17.89,1,1,1,21,0,5
1201,DOC0141,3.6,140,26,2400,3.97,1,1,1,16,0,7
1202,DOC0004,4.0,697,25,150,11.52,1,1,0,17,1,9
1202,DOC0019,4.4,262,6,150,9.2,1,1,0,23,1,9
1202,DOC0034,3.9,392,3,900,6.12,1,1,1,18,1,8
1202,DOC0066,4.3,468,11,900,2.87,0,1,1,9,1,9
1202,DOC0077,3.7,685,18,550,13.82,0,1,2,18,1,9
1202,DOC0093,3.8,598,4,350,8.4,1,0,0,25,1,7
1202,DOC0132,3.7,64,15,950,7.26,1,1,1,19,1,8
1202,DOC0144,3.9,46,10,950,9.74,1,0,1,19,1,6
1203,DOC0003,4.4,407,22,200,4.28,0,1,0,17,1,9
1203,DOC0035,4.0,587,19,850,12.85,0,1,1,21,1,9
1203,DOC0054,4.2,206,3,900,6.64,1,0,1,19,1,8
1203,DOC0061,3.7,251,10,800,11.22,1,0,1,20,1,7
1203,DOC0100,4.1,445,29,250,7.51,1,1,0,18,1,9
1203,DOC0137,4.2,456,13,900,3.26,1,0,1,22,1,9
1204,DOC0031,4.3,428,29,950,13.95,1,1,1,10,0,8
1204,DOC0049,3.4,755,27,850,23.49,0,1,1,13,0,4
1204,DOC0082,3.9,329,25,400,24.47,1,0,2,20,1,8
1204,DOC0097,3.9,510,12,250,19.05,1,1,0,21,1,8
1204,DOC0108,3.9,355,27,800,8.61,0,0,1,23,1,7
1204,DOC0127,4.5,751,5,850,13.49,1,0,1,12,0,6
1204,DOC0146,4.2,675,7,950,19.5,1,1,1,12,0,5
1205,DOC0001,4.0,738,19,400,20.19,1,0,0,15,0,6
1205,DOC0026,3.8,138,31,300,8.19,1,0,0,25,0,5
1205,DOC0043,4.3,743,5,1200,13.96,1,1,1,21,0,6
1205,DOC0060,4.0,607,6,1350,13.31,1,0,1,23,0,5
1205,DOC0063,4.3,725,10,1200,17.32,1,0,1,17,0,5
1205,DOC0091,4.1,474,22,350,9.28,1,1,0,15,0,8
1205,DOC0130,3.6,667,22,1300,15.39,1,1,1,15,0,6
1205,DOC0138,4.7,96,11,1300,13.37,1,1,1,20,0,7
1206,DOC0010,4.5,586,17,600,8.4,1,1,0,8,0,9
1206,DOC0021,3.7,618,21,650,11.49,1,1,0,24,0,7
1206,DOC0044,4.7,618,29,2050,19.0,1,1,1,8,0,8
1206,DOC0088,3.6,290,28,1050,10.71,1,1,2,22,0,7
1206,DOC0096,3.6,545,18,550,10.96,1,1,0,22,0,7
1206,DOC0112,4.0,377,23,2000,20.23,1,0,1,12,0,6
1206,DOC0129,3.8,144,19,2050,20.93,0,1,1,21,0,4
1206,DOC0150,4.0,677,18,2200,6.37,1,1,1,23,0,9
1207,DOC0030,3.6,655,14,350,6.53,1,1,0,15,1,9
1207,DOC0048,4.1,656,10,800,13.66,1,0,1,12,1,9
1207,DOC0073,3.6,541,23,950,4.33,1,0,1,21,1,9
1207,DOC0085,3.8,613,31,500,11.08,1,1,2,12,1,9
1207,DOC0092,3.9,214,4,250,6.23,1,0,0,22,1,8
1207,DOC0115,4.4,98,17,850,5.88,1,1,1,10,1,9
1207,DOC0128,3.9,479,27,950,4.53,1,0,1,10,1,9
1208,DOC0002,4.2,304,25,150,3.56,1,1,0,18,1,9
1208,DOC0018,3.9,163,9,200,12.92,1,1,0,16,1,8
1208,DOC0041,4.4,581,22,550,14.87,1,0,1,13,1,9
1208,DOC0055,4.1,757,20,350,11.01,1,1,1,25,1,9
1208,DOC0071,4.2,314,23,450,11.86,1,1,1,23,1,9
1208,DOC0081,4.4,314,17,200,16.04,1,1,2,13,1,9
1208,DOC0105,3.5,165,3,100,11.81,1,0,0,8,1,6
1208,DOC0117,4.0,681,6,550,12.88,1,1,1,15,1,8
1208,DOC0126,3.4,481,5,600,16.27,1,1,1,8,1,5
1209,DOC0003,4.4,407,22,200,13.22,0,1,0,17,1,9
1209,DOC0035,4.0,587,19,850,13.17,0,1,1,21,0,7
1209,DOC0054,4.2,206,3,900,19.22,1,0,1,19,0,4
1209,DOC0061,3.7,251,10,800,8.73,1,0,1,20,0,5
1209,DOC0100,4.1,445,29,250,15.99,1,1,0,18,0,7
1209,DOC0137,4.2,456,13,900,15.37,1,0,1,22,0,5
1210,DOC0053,3.9,108,17,850,5.59,1,1,1,22,0,7
1210,DOC0068,4.1,113,16,900,11.23,1,1,1,21,0,7
1210,DOC0103,3.7,130,19,200,6.17,1,1,0,25,1,9
1210,DOC0110,4.2,41,12,800,12.83,1,1,1,13,0,6
1210,DOC0149,4.5,49,24,900,1.81,0,1,1,16,0,9
1211,DOC0001,4.0,738,19,400,12.56,1,0,0,15,1,9
1211,DOC0026,3.8,138,31,300,2.74,1,0,0,25,1,9
1211,DOC0043,4.3,743,5,1200,6.2,1,1,1,21,1,9
1211,DOC0060,4.0,607,6,1350,10.15,1,0,1,23,1,7
1211,DOC0063,4.3,725,10,1200,7.69,1,0,1,17,1,8
1211,DOC0091,4.1,474,22,350,2.38,1,1,0,15,1,9
1211,DOC0130,3.6,667,22,1300,8.15,1,1,1,15,1,9
1211,DOC0138,4.7,96,11,1300,7.08,1,1,1,20,1,9
1212,DOC0001,4.0,738,19,400,14.74,1,0,0,15,1,9
1212,DOC0026,3.8,138,31,300,6.49,1,0,0,25,1,9
1212,DOC0043,4.3,743,5,1200,15.04,1,1,1,21,1,7
1212,DOC0060,4.0,607,6,1350,6.83,1,0,1,23,1,8
1212,DOC0063,4.3,725,10,1200,16.86,1,0,1,17,1,7
1212,DOC0091,4.1,474,22,350,7.0,1,1,0,15,1,9
1212,DOC0130,3.6,667,22,1300,16.9,1,1,1,15,1,8
1212,DOC0138,4.7,96,11,1300,8.21,1,1,1,20,1,9
1213,DOC0009,4.5,132,7,300,6.67,1,1,0,13,1,9
1213,DOC0017,3.4,766,24,250,7.01,0,1,0,11,1,8
1213,DOC0032,4.6,138,13,1000,10.19,1,1,1,16,0,7
1213,DOC0047,3.5,73,11,950,8.06,1,0,1,19,0,4
1213,DOC0069,3.9,798,25,900,8.68,1,0,1,22,0,6
1213,DOC0086,4.2,563,7,550,10.59,1,1,2,16,1,8
1213,DOC0098,3.8,87,13,300,5.9,0,1,0,25,1,8
1213,DOC0107,3.6,245,6,800,10.25,1,1,1,9,1,7
1213,DOC0133,3.9,360,26,900,11.93,0,1,1,19,0,6
1213,DOC0136,4.3,764,11,950,4.03,1,1,1,21,0,8
1214,DOC0075,4.3,515,29,900,14.23,1,1,1,25,1,9
1214,DOC0094,4.0,303,28,400,6.78,1,0,0,12,1,9
1214,DOC0120,3.8,152,23,950,15.91,1,1,1,10,1,8
1214,DOC0121,3.4,776,12,950,16.5,1,1,1,9,1,7
1215,DOC0001,4.0,738,19,400,5.02,1,0,0,15,1,9
1215,DOC0026,3.8,138,31,300,8.38,1,0,0,25,1,7
1215,DOC0043,4.3,743,5,1200,11.76,1,1,1,21,0,6
1215,DOC0060,4.0,607,6,1350,7.78,1,0,1,23,0,5
1215,DOC0063,4.3,725,10,1200,9.91,1,0,1,17,0,6
1215,DOC0091,4.1,474,22,350,7.27,1,1,0,15,1,9
1215,DOC0130,3.6,667,22,1300,13.46,1,1,1,15,0,7
1215,DOC0138,4.7,96,11,1300,4.04,1,1,1,20,0,8
1216,DOC0011,4.6,484,27,300,8.76,0,1,0,16,1,9
1216,DOC0028,3.7,584,8,350,5.2,1,0,0,25,1,9
1216,DOC0037,4.4,773,24,800,12.72,1,1,1,10,1,9
1216,DOC0046,3.9,408,8,750,3.5,1,1,1,22,1,9
1216,DOC0065,4.6,629,29,800,12.93,1,1,1,17,1,9
1216,DOC0078,4.3,652,30,500,6.2,0,1,2,17,1,9
1216,DOC0095,3.9,351,7,150,4.57,0,1,0,16,1,8
1216,DOC0113,4.1,525,7,950,14.66,1,1,1,22,1,9
1216,DOC0148,4.5,649,7,900,2.03,1,1,1,24,1,9
1217,DOC0031,4.3,428,29,950,3.74,1,1,1,10,1,9
1217,DOC0049,3.4,755,27,850,15.69,0,1,1,13,1,7
1217,DOC0082,3.9,329,25,400,14.32,1,0,2,20,1,9
1217,DOC0097,3.9,510,12,250,9.14,1,1,0,21,1,9
1217,DOC0108,3.9,355,27,800,2.48,0,0,1,23,1,9
1217,DOC0127,4.5,751,5,850,4.49,1,0,1,12,1,9
1217,DOC0146,4.2,675,7,950,11.79,1,1,1,12,1,9
1218,DOC0004,4.0,697,25,150,14.42,1,1,0,17,1,9
1218,DOC0019,4.4,262,6,150,4.74,1,1,0,23,1,9
1218,DOC0034,3.9,392,3,900,3.93,1,1,1,18,0,6
1218,DOC0066,4.3,468,11,900,6.43,0,1,1,9,0,7
1218,DOC0077,3.7,685,18,550,9.11,0,1,2,18,0,6
1218,DOC0093,3.8,598,4,350,4.69,1,0,0,25,1,7
1218,DOC0132,3.7,64,15,950,5.85,1,1,1,19,0,7
1218,DOC0144,3.9,46,10,950,9.39,1,0,1,19,0,4
1219,DOC0006,4.6,675,17,450,4.51,1,1,0,15,0,9
1219,DOC0016,3.4,239,10,400,12.62,1,1,0,23,0,5
1219,DOC0036,4.6,331,12,1650,14.03,1,1,1,21,0,8
1219,DOC0052,4.3,744,23,1800,11.44,1,0,1,13,0,7
1219,DOC0064,4.4,290,5,1700,10.89,1,1,1,14,0,6
1219,DOC0087,4.0,97,26,950,15.99,0,1,2,15,0,5
1219,DOC0102,3.9,382,24,400,11.51,1,1,0,21,0,7
1219,DOC0118,3.9,416,14,1800,11.87,1,0,1,18,0,5
1219,DOC0123,3.8,259,17,1700,15.38,1,1,1,17,0,6
1219,DOC0147,4.4,746,19,1600,8.25,1,0,1,24,0,7
